Date,Open,High,Low,Close,Adj Close,Volume
1994-12-07,0.334821,0.337612,0.321987,0.327009,0.273350,137300800
2019-01-31,41.527500,42.250000,41.139999,41.610001,39.832802,162958400
2023-08-15,178.880005,179.479996,177.050003,177.449997,176.750931,43622600
2011-07-14,12.893214,12.914643,12.726429,12.777500,10.802772,430533600
1986-03-19,0.119978,0.121652,0.117746,0.118304,0.091306,189884800
2001-05-10,0.432321,0.437500,0.409821,0.410714,0.347239,288976800
1987-11-05,0.323661,0.345982,0.323661,0.339286,0.262595,255360000
2017-03-15,34.852501,35.187500,34.757500,35.115002,32.735180,102767200
1986-12-26,0.186942,0.186942,0.183036,0.183036,0.141265,89868800
1992-06-11,0.479911,0.484375,0.477679,0.481027,0.389805,140515200
1989-01-10,0.379464,0.382813,0.370536,0.380580,0.297707,103320000
2009-09-08,6.177857,6.183571,6.142857,6.176071,5.221576,315047600
2023-01-06,126.010002,130.289993,124.889999,129.619995,128.560852,87754700
2001-09-10,0.303571,0.312500,0.302143,0.310179,0.262242,308845600
2021-04-26,134.830002,135.059998,133.559998,134.720001,132.231506,66905100
2002-05-13,0.420000,0.430179,0.409643,0.427500,0.361431,265608000
1995-03-15,0.316964,0.323661,0.311384,0.312500,0.261940,730968000
2000-07-06,0.937500,0.945313,0.886161,0.925223,0.782232,309545600
2014-11-13,27.950001,28.362499,27.900000,28.205000,25.181128,238091600
1997-12-23,0.117188,0.118862,0.115513,0.115513,0.097661,458830400
1982-08-23,0.068638,0.069196,0.068638,0.068638,0.052974,69686400
2007-08-23,4.753214,4.762143,4.634286,4.681071,3.957624,866838000
2017-07-03,36.220001,36.325001,35.775002,35.875000,33.581718,57111200
2005-01-10,1.246964,1.262500,1.212143,1.231429,1.041115,1725309600
1987-04-08,0.302455,0.313616,0.301339,0.308036,0.237739,230720000
1983-01-13,0.137277,0.138393,0.135045,0.137277,0.105949,82275200
2013-01-17,18.225357,18.241072,17.929644,17.952856,15.313083,453678400
2017-03-09,34.685001,34.697498,34.262501,34.669998,32.320332,88623600
1985-03-01,0.110491,0.111049,0.107143,0.111049,0.085707,247430400
2014-08-27,25.254999,25.642500,25.174999,25.532499,22.696730,209476000
2014-09-15,25.702499,25.762501,25.360001,25.407499,22.585623,245266000
2018-06-11,47.837502,47.992500,47.552502,47.807499,45.447079,73234000
1984-08-29,0.126116,0.126674,0.121652,0.122768,0.094751,74121600
2001-11-21,0.350179,0.353571,0.343929,0.351429,0.297117,201583200
2021-06-01,125.080002,125.349998,123.940002,124.279999,122.191544,67637100
1997-01-27,0.152902,0.154018,0.148438,0.148438,0.125497,214043200
1999-08-18,0.536272,0.553571,0.532366,0.536830,0.453864,468574400
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.195303,460118400
1983-04-29,0.223214,0.226563,0.220424,0.225446,0.173997,308313600
1983-12-16,0.108817,0.111607,0.108259,0.110491,0.085276,184867200
2007-02-21,3.070714,3.196071,3.070000,3.185714,2.693371,1155313600
2020-01-24,80.062500,80.832497,79.379997,79.577499,77.323257,146537600
2014-02-26,18.700357,18.750000,18.414286,18.476786,16.252596,276217200
1990-08-09,0.359375,0.361607,0.350446,0.352679,0.280264,96387200
1982-06-08,0.058594,0.058594,0.058036,0.058036,0.044792,31404800
1997-10-29,0.164621,0.165179,0.154018,0.156250,0.132102,177587200
1995-06-22,0.437500,0.443080,0.434152,0.438616,0.368671,473916800
2012-01-13,14.989286,15.016071,14.952143,14.993214,12.676054,226021600
2019-08-13,50.255001,53.035000,50.119999,52.242500,50.610653,188874000
2010-07-30,9.138929,9.275000,9.103571,9.187500,7.767599,448210000
2011-06-09,11.901786,11.916786,11.812500,11.838929,10.009255,275088800
1982-08-31,0.080357,0.080915,0.080357,0.080357,0.062019,140560000
1984-07-09,0.112165,0.117746,0.110491,0.117188,0.090445,190668800
2023-08-22,177.059998,177.679993,176.250000,177.229996,176.531799,42084200
1998-07-21,0.322545,0.330357,0.317522,0.318080,0.268922,329504000
1987-08-13,0.435268,0.448661,0.433036,0.437500,0.338609,196000000
2021-05-05,129.199997,130.449997,127.970001,128.100006,125.733803,84000900
2002-10-25,0.262321,0.275893,0.260536,0.275357,0.232801,279070400
1984-03-16,0.119420,0.123884,0.117746,0.118862,0.091737,124700800
2004-11-17,0.985536,0.990179,0.968214,0.980357,0.828846,397751200
1985-08-07,0.068080,0.071429,0.066406,0.066406,0.051252,151737600
2017-05-31,38.492500,38.542500,38.095001,38.189999,35.748730,97804800
1988-01-26,0.363839,0.366071,0.350446,0.354911,0.275288,143360000
2012-07-12,21.437143,21.552500,21.167143,21.389286,18.083622,428041600
2021-01-14,130.800003,131.000000,128.759995,128.910004,126.340034,90221800
1990-06-27,0.363839,0.375000,0.359375,0.370536,0.294455,97227200
1996-07-10,0.170759,0.174107,0.167411,0.167411,0.141538,169388800
1981-01-16,0.138951,0.138951,0.138393,0.138393,0.106810,13395200
1992-10-30,0.477679,0.477679,0.464286,0.468750,0.380877,129830400
2010-05-06,9.065357,9.223214,7.116071,8.794643,7.435452,1285860800
2003-02-04,0.258036,0.261607,0.255536,0.260714,0.220421,317413600
1984-11-09,0.110491,0.111049,0.102679,0.103795,0.080108,294134400
2000-02-22,0.983259,1.044085,0.952567,1.016183,0.859135,422296000
1987-09-03,0.468750,0.470982,0.448661,0.457589,0.354158,184800000
2017-02-14,33.367500,33.772499,33.312500,33.755001,31.467340,132904800
1991-08-14,0.488839,0.491071,0.481027,0.489955,0.393665,200715200
